nIndex,Title,Category,State,Love,Series,SeriesN,Warrant,Link,Introduction,aIndex,pIndex
254,神月online(08)開戰倒數,奇幻科幻,完結,0,49,8,,https://mojoin.com/novels/3340,"為了籌備攻城戰，冥夜簡直忙翻了！
可就連如此忙碌的時刻，麻煩仍舊沒停止找上他。

無法吞忍的屈辱、重要之人的離去……讓冥夜身心俱疲。
還好身邊有願意為他兩肋插刀的朋友義氣相挺，再困難的關卡他都能跨過去！
以神月最大公會凌空藍羽和知名傭兵公會鬼契為對手，絕大多數的玩家都看衰冥夜他們攻城方。
但就是這樣，才更有讓那些傢伙跌破眼鏡的價值！

全神月的玩家們都屏息以待，這場號稱史上最大規模的豪賭，誰會是最後贏家？",135,5
255,闇!騎士外傳－騎士們不得不說的秘密,奇幻科幻,完結,1,81,5,,https://mojoin.com/novels/3520,"噓，騎士也有不得不說的秘密……
深海無盡，海中的生態更是神奇。剛畢業的斐恩．維德，如何與大海寵兒的人魚族攀上交情、建築友情？這趟加入皇家騎士團之前的冒險之旅，將會掀起什麼波瀾？
人生際遇無常，人在一生中總是會面臨無數選擇。擁有天生魔法師體質與優質學習環境的諾奈提，為何會選擇了騎士之路？十歲的諾奈提與葛瑞安，熱熱鬧鬧的兒時記趣即將展開！",475,5
256,萌物娘使用手冊(02)遙遠的龍宮國,奇幻科幻,完結,28,62,2,,https://mojoin.com/novels/3344,"年末的冬夜節即將到來，雖然跟聖誕節是個相似但本質上不太相同的節日，明日還是希望能收到「隊友可靠點」這樣的聖誕禮物。

事與願違，依舊與她們（和一幼女神）嬉鬧的日常，卻潛藏著不安的因子，惡魔的最新行動鎖定了遙遠的東方龍宮國！

不過，跟隨焦急的小蒼進入龍宮國後，首先接收到的訊息卻是──
「對、對不起，我好像是一國的　　　吶。雖然我沒這自覺……」
原來家裡那過動活潑的雙馬尾偽武道家竟是──

舞台來到四季如春的龍宮國，各有心思的萌物娘們，是否能順利回到扉森鎮，迎接充滿光芒的冬夜？",91,5
257,怪異幽冥尋物所：您今天遺失了眼睛，鼻子，還是人生呢？(05)(END),奇幻科幻,完結,110,39,5,,https://mojoin.com/novels/2992,"覃家因，覃家果。
神算、買賣人、神祕道者，最後的強敵出現，
招領人與買賣人的恩怨，將在此終結！

「重傷」回歸的覃衍昊，帶著諸多不為人知的祕密。
柏硯錞深深地體會到，被室友們排擠的錯覺。
覃衍昊的祕密，要回歸到久遠以前，那屬於師門與家族之間的糾紛……

賭局開，任務起，
買賣人賭上買賣、招領人賭上自身一切。
而這一次，招領人能夠全身而退嗎",9,5
258,制約天使(01)學校怪談與占卜師,奇幻科幻,完結,0,37,1,,https://mojoin.com/novels/3594,"天降橫財不稀奇，天降天使可就稀有了吧？
一介普通高中生冷揆言，就這麼地遇上了這根本不可能遇上的神奇狀況。
被天使強迫附身之下，冷揆言見識到天使的神蹟（人為）、以及遊戲對手的怪談（人為）是如何在學校產生……
老天，你這樣惡搞一名純良高中好嗎？
不能給我多一點愛與夢想嗎？",9,5
259,闇!!騎士(08)連環計、解憂計,奇幻科幻,完結,0,79,8,,https://mojoin.com/novels/3445,"憂鬱症應該怎麼治？
美人計？挑釁計？或者採用嚴重刺激視覺神經的玻璃猛男計？
然而千方百計，不敵洛特一招「閉關自守」。
到頭來，似乎連冥界的鬼朋友都看不下去，半夜三更鬼敲門，洛特房間的機關陷阱，首次在人們眼前展現它驚人的殺傷力……",475,5
260,黃泉之狩(02)毒蠱,奇幻科幻,完結,0,64,2,,https://mojoin.com/novels/3323,"收集器官是為了保命？
鬥毆、吸毒、無端陷入昏迷的新聞事件背後，另有真相？
之前發現的異種，不過是真相的最末端、拼圖的一小塊。
藏身於黑暗的幕後黑手，究竟有什麼意圖？

喂喂！叫我打掃煮飯、陪你抓妖抓姦、騙人坑錢外加搶劫，還叫我陪你逛街、打電動？
給老娘我聽清楚！我不是僕人、不是道士、不是詐騙集團，更不是「伴遊小姐」！
你這根本是虐待勞工！小心我去告你喔！

不過才第一集，女主角就失去了雙眼，個性鮮明的角色與神祕人物隨著劇情發展陸續出現，令人驚奇、出乎意料的故事轉折，更是讓看官們大吃一驚！

究竟季薰是否能夠順利取回眼睛？
運送者川羯拿取他人器官的目的是什麼？
神祕的敵人與事件究竟為何？

一連串的謎題將在接下來的劇情中陸續揭曉。
請大家千萬不要錯過了喔！",502,5
261,毀滅,奇幻科幻,完結,0,0,0,,https://mojoin.com/novels/3524,"「這是一場賭注。一場，關於生和滅的賭注。」
故事，從一名遭人陷害墜樓，卻意外重生的少女開始談起。

隨著加入天賦者團體「毀滅」，隨著歷經愈來愈多的事件，少女也逐漸發現......
那隱身在毀滅、在自己身後，龐大如黑洞般詭譎的謎團。
***
世界，倚仗著相互平衡的正元素及負元素，運轉不息。
生與死，昌盛與衰敗，創造與毀滅，相對的一體兩面，如同光與影，休戚與共。
然而，人們絕大多數將前者視為全然的好，而將後者歸為全然的壞。

但事實上……
越多人「生」，未來就是越多人「死」。
社會越是「昌盛」，就越容易走向「衰敗」。
「創造」越是發達，到了極致，終將導致「毀滅」。",189,3
262,破壞者之地,奇幻科幻,完結,0,0,0,,https://mojoin.com/novels/970,"本文是有關於一群被囚禁、身體能力強大的人們「破壞者」的故事。
他們雖被一般人關在沙漠裡，但一般人沒有想到的是、這裡早就被改造成不是一般的「沙漠」了。
莫名其妙的非典型冒險文，此處才有！",90,6
263,萌物娘使用手冊(03)四族的聖物,奇幻科幻,完結,40,62,3,,https://mojoin.com/novels/3345,"新一年的春天，扉森鎮的蓋亞教教堂正式啟用，為此夏綠蒂時常在教堂與家裡兩邊跑，但原來不僅是信仰，教堂還有夏綠蒂不得不去的秘密？

龍宮國事件後，隊伍成員的關係悄然改變，凶手是每天在主人房間待到半夜的劍靈和不介意當小妾的偽武道家，在明日為此搞到精疲力盡時，沒想到祭司也想要參戰！

可魔王與四天王不給明日培養後宮的機會，這次，是真正能毀滅世界的大危機。而拯救世界的方法，指向了四族各自保管的聖物。各自的情感交纏與那解不開的矛盾，在各族的試煉中將面臨挑戰。

此刻，艷紅的花朵仍在惡魔的首都寂寞的燃燒著。在那鮮紅背後的，是當年惡魔遭受三族圍剿的歷史，其中，竟也牽涉到那位流浪神明！

「答應我！明日！即便在這考驗最後必然會失去什麼，即便在這之後已經無法回到以往……你也要保護好你的隊友，要好好給予她們棲身之處。」",91,5
264,圖書館的少女,奇幻科幻,完結,31,0,0,,https://mojoin.com/novels/3206,"童話角色，以自我特性，穿梭故事、夢境、現實……
為達目的而奮鬥。",416,9
265,身為天下第一快劍的我，一不小心就無敵也很正常吧？(02),奇幻科幻,完結,0,35,2,,https://mojoin.com/novels/3527,"這把劍，只有傳說中的天之子才能拔出！
──等等，你確定這把劍不叫石中劍嗎？

天命之劍橫空出世，讓北方起了巨大變動，也吸引大批身懷絕技的高手前往；而自認為最有資格得到「天之子」稱號的四大家族，
自然也派出最有潛力的一批年輕人前往北方，好得到那被天運籠罩的唯一稱號。

當風飛揚等人趕到北方後，先是遇上了大規模的屠村事件，接著又被不知何處冒出來的迷宮吞噬。
除了他們，就連窮凶惡極的「九黑」之一也現身了。另外，以獵殺天之子為頭號目標的「天敵」也正式現蹤，這次務求要將傳說在萌芽前，徹底斬殺！

一時之間，群雄齊聚北方，大亂再次降臨──
究竟是誰，才能得到這把傳說中的天選神劍？",50,5
266,黃泉之狩(05)重生,奇幻科幻,完結,0,64,5,,https://mojoin.com/novels/3381,"最疼愛小彌的奶奶生病了。獲知這件事情，小彌內心十分焦急。
透過掌管生死簿的文官口中得知，奶奶的大限已到，就要離開人世了。
猶豫再三，已經跟家人完全斷了聯繫的小彌，最後決定「回家」一趟。

見到小彌出現，她的家人臉上沒有驚喜，只有愕然。
陰晴不定的神色，似乎隱含著許多事情……

伊格爾跟特倫斯究竟在進行著什麼樣的計畫？
為什麼就連小彌的家人也牽扯其中？
越去探索，似乎就發現謎團越多……",502,5
267,引航人手記,奇幻科幻,完結,0,0,0,,https://mojoin.com/novels/793,"「凡是生命，便難逃終焉」
死亡是一個生命的結束，卻不是旅途的終結，最後一段路程，時常伴隨在側。
他們等待、他們引領。
他們是──引航人，在靈魂到達輪迴的概念之前，觀測一切之人。
這是引航人們的，引航人手記。",448,6
268,黃泉之狩 第二部(04)旱魃,奇幻科幻,完結,0,65,4,,https://mojoin.com/novels/3426,"好不容易找到了季薰的下落，卻意外發現她又多了一個兒子！
而且這個半路多出來的孩子，竟然是那隻單槍匹馬闖進鬼門的旱魃大妖！
因為旱魃的出現，魈、伊格爾與他掀起了一場「爭奪季薰大戰」，儼然就像是三個小孩子在爭奪母親的寵愛。

接到了死神殿的委託，季薰與魈開始追查一把被艾蒙奪走的權杖，卻在調查時，意外得知了其他消息……",502,5
269,穿越變蘿莉(14)終成眷屬(END),奇幻科幻,完結,0,46,14,,https://mojoin.com/novels/3302,"新生的世界為林日揚的小世界帶來豐富的資源，經歷過一個世界生滅的趙舜等人選擇就此定居小世界安居樂業，偶爾到新生世界探探險，偶爾到他方世界串個門，就此脫離新世界的權力圈，超然於世外其樂融融。

冬去春來，卸下了重擔與壓力的眾人有些找到了歸宿，感情上蹉跎許久的林日揚擺脫了三災五難的事故體質之後，是否也能找到適合他的人？
是耐心耕耘的假農夫真心機鬼勝出？還是妄圖發展養父的假年上真年下抱得美人？又或者被旁人收穫了截胡的果實？

當林日揚拷問本心時，赫然發現，原來心早就丟得一乾二淨了……",127,5
270,日日花開不凋零(01)孽緣的開端,奇幻科幻,完結,10,17,1,,https://mojoin.com/novels/3218,"若我此生注定與你相遇且糾纏不清，那姑且不論喜悲好壞，
老娘見你一次，就必定殺你一次！
直至──你徹底從我的世界中消失為止！

擁有氣質女神稱呼的路邊彩花，在WWO擁有相當高的人氣，
論壇上的搜尋TOP前十絕對會佔榜個幾則的帖子。
只不過這女神似乎不是大家所認為的……「人美心也美」？",483,5
271,Destiny 光與影的羈絆(02)消失的人魚之歌,奇幻科幻,完結,0,1,2,,https://mojoin.com/novels/3313,"接受賽恩的任務，前往精靈族的紅魘封印途中，來到了一個未曾在地圖上標明的小鎮──傳說中的人魚之都，遇見了兩名居住在海邊的少年，並開始知曉了關於消失滅絕的人魚海妖一族。
無端失蹤的村民、迴盪在深海中神秘的人魚歌聲、詭譎的滔天巨浪、無藥可醫的魚鱗怪病，昔日平靜的海洋隨著掩蓋在海中的秘密變得汙濁及黑暗，這一切是幻覺？是真實？
「希望這信，有天讓海可以送到你身旁。」
「因為我的夢想是有天可以做你的新娘。」
「我在尋找他……請將我的歌聲傳達給他……」
「因為我最放不下的，就是妳啊……」
四個人、四種祈願，在這一瞬間交織於這片蔚藍的大海中，投於大海、從未寫收件者的瓶中信，心繫於頸上的同心海螺，以及那美麗的人魚之淚，一切的一切都從那美麗的海洋中而起，那麼就讓一切都結束於海洋之中吧。
──哪怕只是一場夢也沒關係……但終究只是一場夢啊。
或許真相的背後總是殘酷，但總比永遠活在懵懂中的好。",508,5
272,萌物娘使用手冊(04)前進！劍靈學校,奇幻科幻,完結,20,62,4,,https://mojoin.com/novels/3346,"由於前幾次的戰鬥消耗，楓璃的生命已如風中殘燭，為此自責的明日渴望著變強，但對他坦誠自己「前世」的劍靈心思又是如何？

而在此時，劍靈學校發出了邀請，希望獲選的榮譽校友回到學校給予學妹們指導，而楓璃便是其中一位。令人意外的是，魔王靜也在受邀之列。

「就拜託你了！反過來讓靜幸福吧！只要讓她能夠幸福，就不會想要毀滅世界了！對方自動送上門，這個機會不能錯過！」
因為是楓璃作為劍靈的願望，明日只能硬著頭皮上了！

但魔王的表現卻不像魔王，更像是一心求死，已生無可戀的普通女孩子。
「來吧，做出抉擇。如果你是能夠解救我的『勇者』，就在這邊將短劍刺入我的胸口。」

有關魔王的前世與此世，即將揭露。但同樣跨過數世的，不只魔王的執念，也有那位神明的思念……",91,5
273,擁抱死亡,奇幻科幻,完結,60,0,0,,https://mojoin.com/novels/3647,"命運是否可以違抗？人生有多少個奇蹟？人離世後，究竟何去何從……

「終」，一位亡靈接引者，為了彌補自身的遺憾，遊走在規則邊緣，
化身為重症少年病患朗一的看護──杜先生，
甚至，在少年死去轉世成為筱恩後，成為她的守護天使。
然而「終」心中的空洞，會因此而被填滿嗎？
輪迴轉世，會改變命運軌跡，還是循著靈魂舊有刻痕，重蹈覆轍？
而違逆之後所要付出的代價，沉重的雙肩是否承擔的起？

你曾懷疑過命運嗎？你曾徘徊在生死邊緣嗎？
知名玄幻小說《神魔變》作者白夜真情呈現──《擁抱死亡》，
要帶給你不同的生命體會、更深的心靈觸動！",129,5
274,黃泉之狩(03)病毒,奇幻科幻,完結,0,64,3,,https://mojoin.com/novels/3369,"因擅自交換證件而被帶回死神殿審判的尚漓，最後的下場究竟會如何？
判刑重罰？或者是另有轉機？

看似平凡無奇的線上遊戲網站，內部竟隱藏著殺機？
原以為只是單純發洩用的遊戲，卻在實際生活中變成真實？
不過只是玩玩細菌培養遊戲，最後竟演變成某地區的恐怖災情！
感染的人數迅速增加，受災區域逐漸擴大
應該要全面撲殺或是進行希望渺茫的拯救？

＋　＋　＋　＋　

「魈！不要再沉迷電玩了！恐怖片也給我收起來！你已經兩星期都沒工作了，難道要喝西北風嗎？」

「嘖嘖！這麼激動做什麼？桌上不是有幾個看風水、收驚、捉妖的案子嗎？妳去處理一下就有錢可以拿了。」

「我去？到底誰是老闆啊！這種事情應該老闆出面吧！」

「老闆動口指揮、員工動手工作，這是千古不變的真理，難道妳都不懂？」

「……」",502,5
275,我們班的野良貓同學（下）貓妖的迷宮,奇幻科幻,完結,26,33,2,,https://mojoin.com/novels/2911,"校園闖進大批野貓肆虐，楊哲瑋為了救蘇小薇挺身而出，殊不知這原來是黑貓的報恩，楊哲瑋終於在野貓的祝福之下，成功的與心儀之人傳達了心意……
原以為從此就是浪漫的校園愛情喜劇，殊不知安分已久的貓妖開始行動了……
楊哲瑋的詛咒加速，不僅貓耳跟尾巴都長出來，最後居然變成一隻徹頭徹尾的野貓……
想要變回人類只有一個方法，就是找到貓妖，並且打敗牠！

變成野貓的楊哲瑋，到底該何去何從？
是否會被親友唾棄，或永遠變不回人類呢？",548,5
276,九皋物語(02)仙與魔,奇幻科幻,完結,0,7,2,,https://mojoin.com/novels/3353,"「我跟那兩個野蠻的男人不同，對我來說，妳比玉石重要。」

半仙是個不上不下的曖昧存在，他們既不是仙，也不能算得上是人，與九皋一樣都是被天界遺忘的存在。

隨薛清央踏入半仙一族的林甯巧，原以為能求助當家族長，將玉石取出。
沒想到，卻遭遇一連串的危機與禍害，以及──薛清央露骨的愛意與告白。

仙與魔自古以來便無法共存，然而他們面對的敵人，究竟是魔，還是笑裡藏刀，隱瞞真相的仙人？",336,5
277,穿越變蘿莉(05)紛亂局勢,奇幻科幻,完結,0,46,5,,https://mojoin.com/novels/3239,"朱襄新王上任，有意與天龍國聯姻，遠在龍朔學苑的林日揚心驚膽跳，生怕會＂欽點＂到他，每天還要忍受崔湘玉和蒼炎金的糾纏，撿回來的小銀狼和四神有如仇人相見，一個不注意就大打出手，趙紫雲的態度也越來越曖昧。
就在眾人迎來兩年一度的盛典－－四大學苑賽時，聖山屏障突然消失，前往查探的國師孟儀失蹤，名震天下的殺手組織－－迷蝶對皇室祭出殺帖，戰國又似有攻打天龍國之勢，一連串的打擊搞得趙舜焦頭爛額，偏在此時，夏竦遭人陷害，誣陷了個通敵之罪！
烽火即將燃起，大陸局勢動盪不安！",127,5
278,饕餮食堂(03)三人小隊,奇幻科幻,完結,0,93,3,,https://mojoin.com/novels/2920,"常青走了，杜櫻被留在原地。
小獵犬表示：有種你就回來保證不打死你！╯‵□′

尋找常青的路上，過五關斬六將，杜櫻無所畏懼。
但被設計的感覺真不好。
我要怎麼做，才能讓你相信我呢？

游走在人類世界裡的人蛇，站在高處睥睨儲備糧，
吃掉與被吃掉，這次只在一線之隔！",371,5
279,雞排大神之我是魔王？！(01)我是魔王？,奇幻科幻,完結,0,84,1,,https://mojoin.com/novels/3479,"靠！雞排大神啊，我只是送祢一根中指而已，祢不用這樣惡搞我吧！
靈魂穿越附身的魔王不像魔王，他還差點在來到異世界的第一天就被某偽君子組織幹掉；連向雞排大神許諾要把雞排傳遍異世界，結果他卻驚恐的發現這世界竟沒有雞？
沒有雞就夠令他想找把麵線上吊自殺了，誰知，他連遇到的女人都是一個比一個還恐怖……
哇靠，只是一根中指而已耶，雞排大神祢給我的報應會不會太誇張了一點！",229,5
280,怪異幽冥尋物所：您今天遺失了眼睛，鼻子，還是人生呢？(04),奇幻科幻,完結,86,39,4,,https://mojoin.com/novels/2980,"奪取人強勢來襲，這場局，跳還是不跳？

面對奪取人的惡意操控，來了一名麻煩的委託人。
他帶來的，是奪取人的意志，以及遊戲的開端。
尋物所眾人決定擺爛委託人，死活不跳奪取人的遊戲巨坑。
可是，不跳遊戲卻可以討錢？這是什麼債務邏輯啊！有誰可以解釋解釋？

憎恨的起始、猜忌的種子，引導出的，卻是屬於覃家的秘辛。
紅色圍巾之下，究竟是什麼？
而這場與奪取人的博奕，獲勝者是誰？

招領人、奪取人，抑或是，兩敗俱傷！",9,5
281,Destiny 光與影的羈絆(04)白梅下的等待,奇幻科幻,完結,0,1,4,,https://mojoin.com/novels/3365,"她和他第一次相遇在那大雪紛飛的夜晚，他救了她，為她留下了日後的預言及命運，而當他和她再次相遇時，也是在如白雪般的梅花樹下，這次的他為她留下的是無盡的憂傷及懊悔。
伸手想要握住他的手，卻發現他的身影如同梅花瓣片片紛飛，直到最後消失在自己的眼前，他身上所隱藏的秘密，隨著時間的前進而被揭開。
「從來就沒有人教會我如何堅強，也從來沒有人教會我如何軟弱。」
「那麼，我教妳吧，用我的一生來教妳吧，我會緊抓著妳的手，直到我放手之前，妳必須學會真正的堅強。」
「真正的堅強，不是在該哭時不哭，而是在哭完後，還記得如何去笑。」
我這一生不為誰上了心，唯獨只有妳……讓我就算失去一切，也想護妳一世周全，哪怕從今以後……再也無法相見。
──不求擁有、也不求失去，只求在我有生之年，遇見了妳。",508,5
282,穿越變蘿莉(06)生命禁區,奇幻科幻,完結,0,46,6,,https://mojoin.com/novels/3240,"林日揚一行人因為四大學苑賽在1024區開始了為期40天的試煉期，完全把試煉當成郊遊的林日揚本以為能平安度過40天，沒想到才開始沒幾天就情況驟變！
自創世以來便存在魔幻森林中的五行生命禁區突然不明原因消失，就在未能及時阻止的四神猶豫是否以自身遭困的代價換得五行平穩之時，失蹤已久的日神突然出現力挽狂瀾，付出的卻是誰都不願承受的。
「一直以來都是他們呵護著我，我沒幫他們做過什麼，當我的生命走到盡頭，回想過去，最多的就是後悔。」──日神。",127,5
283,永樂神社的巫女(05)九姑娘與阿柯,奇幻科幻,完結,4,25,5,,https://mojoin.com/novels/2433,"我和冶金終於踏入雲夢並找到白澤——本以為，就算不能直接取回靈力好歹也能問到恢復方法。
卻沒想到，那頭大白牛不僅語焉不詳，還說什麼打從冶金來永樂開始就是在應驗一個預言，最後更扯出惡水神共工、九尾妖狐以及永樂村三千年前的黑歷史……
好啊，現在連出門踏青都要先和前世今生打個招呼了是不是？",258,5
284,穿越變蘿莉(07)流星雨,奇幻科幻,完結,0,46,7,,https://mojoin.com/novels/3243,"因為日神的介入，讓四神得以平安脫身，免去被代替神物禁錮在禁區的危機，可五行禁區的消失依然無法挽回，盤古大陸正式以群獸暴亂開啟了亂世時期。
林日揚在日神送他返回之前再一次陷入昏迷，意識模糊之間隱約看見了日神與盤古、女媧三位創世神皇齊聚，三位神皇的對話令他得知，原來日神召見他竟另有寓意？

衰星太強悍！這次整個盤古大陸都一起帶衰了……
林日揚風中凌亂著外加寬海帶淚，縮在陰暗角落裡啜泣，他負責自己的小命就已經很吃力了，可不可以不要把其他重責大任加到他身上來啊？這不是強迫他當餐桌嘛！
還要去和親？！有沒有搞錯？小蘿莉傷不起的你知不知道啊！",127,5
285,鍾馗 鬼王事件簿(07)龍與帝,奇幻科幻,完結,0,78,7,,https://mojoin.com/novels/3491,"這年頭，別說友誼大使不好當，連一個拿鑰匙開門的，日子同樣不好混……
這連純陽老祖都避之唯恐不及、御用丹房的「開門大使」，偏偏玉帝欽點，落在了鍾馗頭上。
為了達到百分百的煉丹成功率，鍾馗明知有鬼，也只能硬著頭皮上！
問、題、是──玉帝陛下很明顯漏說一句關鍵情報：「內有脫衣色女，慎入！」",475,5
286,武裝巫女(01)武裝出動,奇幻科幻,完結,0,41,1,,https://mojoin.com/novels/3515,"伊克流島．達克城－－這是巫女的國度，也是所有陰謀詭計誕生之地，只有心懷險惡、居心不良之人才能找到這個地方。
來自達克城的幽靜影，她美貌與暴力兼具，她發誓要成為這個世界上最偉大的巫女！
因為一椿任務，她與助手哥布林離開了伊克流島，不僅展開了一段全新的巫女傳奇，也注定要在大陸上掀起一陣罪惡狂瀾！",487,5
287,黃泉之狩 第二部(01)設局,奇幻科幻,完結,0,65,1,,https://mojoin.com/novels/3410,"紛亂的糾葛、未完的事件，再度捲土重來……
看似塵埃落定，平靜的表象下卻掀起了波瀾。
已故的天使伊格爾，究竟發現了什麼秘密，
為什麼讓天堂的偵查廳如此緊張？
吸血鬼與狼人紛紛現身義大利，他們群聚的目的為何？
是否又有什麼計謀浮現？

混沌不明的絲線漸漸交織成網，續譜出另一個新面貌
在光與闇的對峙之中，遮蔽的濃霧即將散去，真相將逐漸清晰……
身邊的人究竟是敵是友？
我們所相信的，究竟是真理或是假象？",502,5
288,闇!騎士外傳－模範騎士的學院日誌（下）,奇幻科幻,完結,0,81,4,,https://mojoin.com/novels/3518,"熱鬧長假正式開跑！放出牢籠的菜鳥見習騎士們五五成隊，四散在威倫帝國廣闊的國土上，展開他們生平第一遭試煉。
只不過，命運之神的心情顯然不是很好，穆亞的冒險小隊先後「拾獲」莫名其妙的兔子一隻、心懷不軌的魔族三名、肩負使命的聖騎士一位──無庸置疑，這絕對是支龍蛇混雜、內部談不上團結的混亂隊伍。
偏偏這樣的組合，被迫一路披荊斬棘戰豪強，甚至到了最後關頭，還得面對自己人內訌！
難過的關卡一道接一道，穆亞更要面對第一次殺人見血的內心煎熬。他該如何堅持自己的志向，完成作業、走出自己的騎士道？",475,5
289,穿越變蘿莉(09)圖窮匕見,奇幻科幻,完結,0,46,9,,https://mojoin.com/novels/3252,"鬼畜出沒住意！！
宇文兄弟明擺著基情四射，為神馬還要他去和親？
莫非是想娶過去給弟受各種辛酸血淚ＳＭ？
他能不能選擇不參加？

失蹤已久的趙紫陽終於有消息了？
林日揚一行人終於和宇文承皓在汨城會面，一邊緊鑼密鼓的暗中策畫營救趙紫陽。宇文承皓果然來者不善，只是怎麼好像有興趣的不是他啊？
林日揚囧囧有神，只覺天雷滾滾：「姚傲璿你還不從實招來？風流債請自己扛！」
終於重拾『不是人』實力的林日揚，宣告拒絕再當小綿羊啦～～",127,5
290,零度領域 新裝版(02),奇幻科幻,完結,0,69,2,,https://mojoin.com/novels/3194,"bug？你說我是個bug！
等等，今天又不是愚人節，開什麼玩笑啊！

真是的，沒想到老哥竟然對外人比對我好，
他想玩遊戲，我不但要保護他，還要偽裝成他的女朋友？
別開玩笑了！要是這件事情被戰神的人知道，我的形象就毀了！

機器人阿光想要找主人？
沒問題！這件事情我一定會幫到底！
啥？你忘記主人的模樣了？這、這要我怎麼找啊？",502,5
291,闇!!騎士(10)光與闇的交叉點END,奇幻科幻,完結,0,79,10,,https://mojoin.com/novels/3467,"bug？你說我是個bug！
等等，今天又不是愚人節，開什麼玩笑啊！

真是的，沒想到老哥竟然對外人比對我好，
他想玩遊戲，我不但要保護他，還要偽裝成他的女朋友？
別開玩笑了！要是這件事情被戰神的人知道，我的形象就毀了！

機器人阿光想要找主人？
沒問題！這件事情我一定會幫到底！
啥？你忘記主人的模樣了？這、這要我怎麼找啊？",475,5
292,魔族少女的藥引(03)邁向新未來的抉擇(END),奇幻科幻,完結,33,90,3,,https://mojoin.com/novels/2456,"「不論未來發生什麼事情，即便黑暗將妳包圍，我會成為妳的眼睛，我不會讓妳失明，失去這一輩子最後的色彩……」

那勒斯戰役後，身體虛弱的佟真迫切需要全新的晶體挽救魔祿司之眼。
可是關於夜國晶體的下落始終是個謎。

幸運的是，在戈汀、御羅多和單諾齊心協力下，終於查出晶體的所在位置，一行人決定事不宜遲前往夜國尋找晶體。
豈料，異次元死靈體再度逆襲而來。
鑒於佟真先前回到現實世界時，異次元入口已無法承受死靈體的攻擊。
納爾加大陸陷入水深火熱的煎熬，沒有反抗力的人族成為死靈體的養分，魔族同樣傷亡慘重，即使三人異能優秀，也無法阻止死靈體透過異次元裂縫入侵。

在納爾加大陸的劇烈動盪不安下，守護晶體的婦人向佟真娓娓道來一段故事，使得佟真陷入兩難的抉擇，付出的代價讓戈汀和御羅多無法接受。
在家園和魔祿司上，該如何抉擇？",254,5
293,魔法禁止事項(03)禁止用魔法成為神(END),奇幻科幻,完結,50,88,3,,https://mojoin.com/novels/3349,"澹臺球等一行人在格陵蘭島發現了巨龍的真相之後，他們為了逃避羅馬教廷的通緝，卻因為傳送魔法的失誤，而來到了酷熱的沙漠、寒冷的高原……
在幾乎環繞世界一圈之後，他們重回歐洲並瞭解到「雅典聖戰」中，違反魔法禁止事項的真相和瓶中小人叛變的緣由……",428,5
294,黃泉之狩(04)魂變,奇幻科幻,完結,0,64,4,,https://mojoin.com/novels/3370,"「你要我到佐˙司魂院打工？」
「玹澄楓說他們那邊很缺人手，想找短期工讀生，所以我就幫妳答應了。」
「喂！我是要你去找工作、接案子，不是要你去『幫我』找工作！」
「我知道啊，所以我不是用妳個人的名義，我是用事務所的名義去接這份工作。」
「你的意思是說……我在佐˙司魂院工作賺到的薪水，不是我個人的，是事務所的？」
「沒錯。」
「你、你怎麼可以這樣！就算是人力派遣公司，他們也只是抽個一成、兩成！你竟然要全部拿走？你這種行為簡直就跟搶匪沒什麼兩樣！你這個黑心奸商！」

奇怪，身體怎麼覺得怪怪的，難道我生病了嗎？改天給醫生檢查好了。
『不用掙扎了，妳很快就變的跟我一樣。』
『來當我的實驗品吧！看看人類如何變成妖怪。』
『妳跟我們都一樣，都是妖怪。』
『妖怪，怪物！』
『妳也會變成跟我們一樣，都是怪物！』
不，我不會！我不要！",502,5
295,零度領域 新裝版(03),奇幻科幻,完結,0,69,3,,https://mojoin.com/novels/3211,"傳說中的老橋段、老設定──一個經常會炸燬自己家的蠢博士登場！
請大家掌聲鼓勵鼓勵～～
啊？事情不是我想的那樣？我誤會了？
唉呦，誰叫康帕納博士用這種出醜的方式出現呢！
話說回來，不過就是聊天嘛！博士的臉未免也紅的太離譜了吧？

沒想到阿光身上有主人的照片啊？
嘖！不會早點拿出來嗎？這樣至少線索比較多一點啊！
原來這就是阿光的主人啊？怎麼看起來很眼熟哩？

沒想到要維修阿光竟然還要有其他資料？
這還真是麻煩啊，我們到底要去哪邊找資料呢？
嗯？等等，那個好像就是……",502,5
